# Mf af A2220 phi2220 logL logPrior
6.189008954928173267e+01 3.662068781059386047e-01 6.203200045426513931e+00 5.956297180410439651e+00 9.103556048545696831e+04 0.000000000000000000e+00
8.422722776175379522e+01 5.759512059448944621e-01 2.229466743157626052e+00 2.771373621369088269e+00 9.103589461709781608e+04 0.000000000000000000e+00
6.699069415692574125e+01 7.649973458112770963e-01 1.910719068851990610e+00 4.563155220752961760e+00 9.104155084233394882e+04 0.000000000000000000e+00
8.850797205281611468e+01 2.375295317389492233e-01 1.735076638652365721e+00 3.099240985168741691e+00 9.104335972754367685e+04 0.000000000000000000e+00
6.834620365903765560e+01 8.045836099625363058e-01 6.397230260954191117e+00 5.860326348731235591e+00 9.105054437026511005e+04 0.000000000000000000e+00
5.079644240920059417e+01 3.012898509550474557e-01 1.679628579734180782e+00 4.636072940438591417e+00 9.105753897635395697e+04 0.000000000000000000e+00
5.869748171940835135e+01 7.003549785067761935e-01 2.259213425983351176e+00 3.647453670790008040e+00 9.105826815669321513e+04 0.000000000000000000e+00
8.201707711217099472e+01 8.535609721944723560e-01 2.876541316134026527e+00 2.846426000431821368e+00 9.106361123385115934e+04 0.000000000000000000e+00
6.831021648138468549e+01 2.570256659803228927e-01 6.602804201167607800e+00 4.291169273707506199e-02 9.106627206465731433e+04 0.000000000000000000e+00
9.654740916698968078e+01 4.650383366593525691e-01 5.080698103245049779e+00 6.636290479788113927e-01 9.106642644583340734e+04 0.000000000000000000e+00
7.597689782539316639e+01 5.099583452550171536e-01 1.753679982806685578e+00 3.200082921942423386e+00 9.107074090531318507e+04 0.000000000000000000e+00
5.542553470435071006e+01 6.335665129038424714e-01 4.661782416941091967e+00 5.807650969870123525e+00 9.107233771174716821e+04 0.000000000000000000e+00
5.618513969168002831e+01 7.850556199201478291e-01 4.820384546292591388e+00 6.115823368804464089e+00 9.108368861038646719e+04 0.000000000000000000e+00
7.457013896763301375e+01 9.056968696476570546e-01 3.856122558832903557e+00 2.843910234580520058e+00 9.108501452432227961e+04 0.000000000000000000e+00
7.975819414925143747e+01 3.141162558174530051e-01 4.379015732525409987e+00 5.516088150720415584e+00 9.108510133127240988e+04 0.000000000000000000e+00
8.028285699509581264e+01 4.981302754927939835e-01 1.621742090969090277e+00 3.286520549742517616e+00 9.108803770396894834e+04 0.000000000000000000e+00
5.988480036594987865e+01 4.480861870567988126e-01 4.426388974820094191e+00 2.491689084006140309e+00 9.108934877041437721e+04 0.000000000000000000e+00
7.708646741913861433e+01 7.391240613243925672e-01 3.100510424028354084e+00 5.327765281342639270e+00 9.109209436993849522e+04 0.000000000000000000e+00
5.938505704274297159e+01 3.226411772193931160e-01 5.952933903130753990e+00 2.178240342144670549e+00 9.109281137674058846e+04 0.000000000000000000e+00
5.931812238057793252e+01 2.696134549148920256e-01 1.325348012007460108e+00 3.729305865530627706e+00 9.110106504476851842e+04 0.000000000000000000e+00
9.145083875279924257e+01 2.049585596065400528e-01 2.746007886913135909e+00 4.646892299779670665e+00 9.110117208079376724e+04 0.000000000000000000e+00
9.692005733427210146e+01 7.325096571691446234e-01 1.805422316572448338e+00 4.030798576741289274e+00 9.111050148379572784e+04 0.000000000000000000e+00
5.349574008549083715e+01 2.447974633783439047e-01 6.997610449624037443e+00 2.189174509345471087e+00 9.111233403223579808e+04 0.000000000000000000e+00
8.395992313687136743e+01 6.380674708752118729e-01 1.953176967712825896e+00 2.819924966872783045e+00 9.111553678927606961e+04 0.000000000000000000e+00
6.018907376692701661e+01 8.751224269966133562e-01 6.525529259223048939e+00 2.985352880613737714e+00 9.111854162728706433e+04 0.000000000000000000e+00
9.537834669571985557e+01 5.327338994449666298e-01 2.838721537131955408e+00 1.547967614344925469e+00 9.112757941520812165e+04 0.000000000000000000e+00
5.116469629096018679e+01 7.148209279732024024e-01 2.869128757179016720e+00 3.789377511878620375e+00 9.113004472276511660e+04 0.000000000000000000e+00
9.492084504473197626e+01 9.019673017253909686e-01 1.528312474012878175e+00 4.655132066709970040e+00 9.113198426858047605e+04 0.000000000000000000e+00
8.303345878419031578e+01 5.530596583152295187e-01 1.504860149387692969e+00 3.982050124395605906e+00 9.113531791632193199e+04 0.000000000000000000e+00
7.556862879668322819e+01 4.525392880197387502e-01 1.602557422561991185e+00 4.331563071462680270e+00 9.113635999803467712e+04 0.000000000000000000e+00
7.199665813546440063e+01 7.998957049260001506e-01 2.668962846326199845e+00 2.869813175020131890e+00 9.114391870718765131e+04 0.000000000000000000e+00
7.602073619092379886e+01 9.564086906688896716e-01 5.275313984478403384e+00 2.820004426568015532e+00 9.115035108771329396e+04 0.000000000000000000e+00
5.769184877352610386e+01 9.021767541804691648e-01 4.503964109052479792e+00 4.935991222021581248e-01 9.115442069839722535e+04 0.000000000000000000e+00
6.255027374306249044e+01 2.721281080137816222e-01 2.081594645078811645e+00 5.047541432878006162e+00 9.115994210282796121e+04 0.000000000000000000e+00
8.653783992979862205e+01 3.477287741515945330e-01 6.407508834108911699e+00 2.878272760777343953e-01 9.116047557282389607e+04 0.000000000000000000e+00
8.360933539694721617e+01 6.363391480002464906e-01 1.758508958084297413e+00 4.616776326330358060e+00 9.116157504412475100e+04 0.000000000000000000e+00
6.227029100751146728e+01 7.969317534909049483e-01 5.588329708007038654e+00 2.647652533205510750e+00 9.116400666673203523e+04 0.000000000000000000e+00
5.973716926068880184e+01 9.484783216493801739e-01 3.924174673241298983e+00 3.971798473389360762e+00 9.116450338242918951e+04 0.000000000000000000e+00
5.799243651354738915e+01 6.524789331981993845e-01 2.279350497874832016e+00 5.356768189496325050e+00 9.116731913331466785e+04 0.000000000000000000e+00
5.498742770665776902e+01 4.824655376738547496e-01 6.555959879883556773e+00 6.094858871764716746e+00 9.117212075984700641e+04 0.000000000000000000e+00
5.483864355861655326e+01 2.837772167983937388e-01 2.476530257480940467e+00 2.749941003300959252e+00 9.117273351912842190e+04 0.000000000000000000e+00
9.331142479996519512e+01 4.602259348447278464e-01 2.386516160860324476e+00 1.577430680658381768e+00 9.117275335736424313e+04 0.000000000000000000e+00
5.478084363901212583e+01 2.600101282825315607e-01 1.052861269787913168e+00 4.370008359627671091e+00 9.118042319869612402e+04 0.000000000000000000e+00
6.601717491826853745e+01 6.999100129747576338e-01 1.118875763669351375e+00 3.809775071138975733e+00 9.118149389295316359e+04 0.000000000000000000e+00
9.669194316571785919e+01 4.786195847481223287e-01 1.197056051091685891e+00 2.783332529188007776e+00 9.118336659139800759e+04 0.000000000000000000e+00
7.486288991431788986e+01 5.833189714679345439e-01 1.063201409301828937e+00 3.651137218806771223e+00 9.119002724199871591e+04 0.000000000000000000e+00
9.028255142788503917e+01 8.182939342258963578e-01 1.351924213714300382e+00 3.203355242326092256e+00 9.119102837831985380e+04 0.000000000000000000e+00
8.537897845742128311e+01 4.969569756424767615e-01 1.203886992504094922e+00 3.231861464566201825e+00 9.119138270963019750e+04 0.000000000000000000e+00
8.875252807130135579e+01 3.923128332372457505e-01 3.629241230207587598e+00 1.196104353043010438e+00 9.119178636131658277e+04 0.000000000000000000e+00
6.471363555066332651e+01 4.269668209304707807e-01 6.880461350658977793e+00 1.184834436954564918e-01 9.119956467366487777e+04 0.000000000000000000e+00
6.721687179853796579e+01 6.256568428616521294e-01 4.446929880060447537e+00 5.760002190021885404e+00 9.120104892583926267e+04 0.000000000000000000e+00
8.284932663924472251e+01 2.322390385898643328e-01 2.994534525922840196e+00 5.139158178810619759e+00 9.120352352456132940e+04 0.000000000000000000e+00
9.114290408111438069e+01 8.012635635062264061e-01 5.333967555630703572e+00 1.886275656483077601e+00 9.120420117404671328e+04 0.000000000000000000e+00
8.075520386148959062e+01 5.997660869265697414e-01 1.287039927343759160e+00 4.468214267206160883e+00 9.120742902029574907e+04 0.000000000000000000e+00
7.743667515895400300e+01 9.466579599192507244e-01 1.425907399600010450e+00 4.235575740494477159e+00 9.121511369613236457e+04 0.000000000000000000e+00
9.009003570290367691e+01 7.150860412605798411e-01 1.545753853705265968e+00 2.704015860555021966e+00 9.121566389671554498e+04 0.000000000000000000e+00
